CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_ID,Institution_School,School_ID,Course_Name,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Areas,Teachin&Learning_Topics Covered,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade dos Açores,, Ponta Delgada,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática Aplicada,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática Aplicada,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática Aplicada,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Autónoma de Lisboa Luís de Camões,,,,Matemática Aplicada,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,,,,Matemática Aplicada,,,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,,,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,,,,Matemática Aplicada,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,,,,Matemática Aplicada,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,, Escola de Ciências e Tecnologia,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,, Escola de Ciências e Tecnologia,,Matemática Aplicada,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Economia,,Matemática Aplicada,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Aberta,,,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Aberta,,,,Matemática Aplicada,,,,Bacharelato,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior Técnico (Alameda),,Matemática Aplicada,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática Aplicada,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Instituto de Ciências Biomédicas Abel Salazar,,Matemática Aplicada,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Aplicada,,,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Aplicada,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Engenharia,,Matemática Aplicada,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Aplicada,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Aplicada,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática Aplicada (Estatística e Computação),,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Engenharia,,Matemática Aplicada (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Aveiro,,,,Matemática Aplicada (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática Aplicada (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Aplicada (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Economia,,Matemática Aplicada (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Instituto de Ciências Biomédicas Abel Salazar,,Matemática Aplicada (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada (regime pós-laboral),,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada (regime pós-laboral),,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior Técnico (Alameda),,Matemática Aplicada e Computação,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Autónoma de Lisboa Luís de Camões,,,,Matemática Aplicada e Computação,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior Técnico,,Matemática Aplicada e Computação,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior Técnico,,Matemática Aplicada e Computação,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Aveiro,,,,Matemática Aplicada e Computação,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior Técnico (Alameda),,Matemática Aplicada e Computação,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Aveiro,,,,Matemática Aplicada e Computação + Matemática (Ensino de),,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada à Economia e Gestão,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Aplicada à Economia e Gestão,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Algarve,, Faculdade de Economia,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Algarve,, Faculdade de Ciências e Tecnologia,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,, Escola de Ciências e Tecnologia,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,, Escola de Ciências Sociais,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior Técnico (Alameda),,Matemática Aplicada à Economia e à Gestão,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Economia e Gestão,,Matemática Aplicada à Economia e à Gestão,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Instituto Politécnico do Porto,, Instituto Superior de Engenharia do Porto,,Matemática Aplicada à Engenharia,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Aveiro,,,,Matemática Aplicada à Engenharia,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Instituto Politécnico do Porto,, Instituto Superior de Engenharia do Porto,,Matemática Aplicada à Engenharia e às Finanças,,,,Mestrado 2.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Nova de Lisboa,, Faculdade de Ciências e Tecnologia,,Matemática Aplicada à Gestão do Risco,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Aplicada à Tecnologia,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Instituto Politécnico de Lisboa,, Instituto Superior de Engenharia de Lisboa,,Matemática Aplicada à Tecnologia e à Empresa,,,,Licenciatura 1.º ciclo,,,,Public ,Polytechnic,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Agronomia,,Matemática Aplicada às Ciências Biológicas,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Agronomia,,Matemática Aplicada às Ciências Biológicas,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior de Agronomia,,Matemática Aplicada às Ciências Biológicas,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Nova de Lisboa,, Faculdade de Ciências e Tecnologia,,Matemática Atuarial,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática Económica e Financeira,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Pura,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Coimbra,, Faculdade de Ciências e Tecnologia,,Matemática Pura,,,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática Pura,,,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Pura,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Faculdade de Ciências,,Matemática Pura,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Algarve,, Faculdade de Ciências e Tecnologia,,Matemática e Aplicações,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Aberta,,,,Matemática e Aplicações,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior Técnico (Alameda),,Matemática e Aplicações,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior Técnico,,Matemática e Aplicações,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior Técnico (Alameda),,Matemática e Aplicações,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Aveiro,,,,Matemática e Aplicações,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,, Escola de Ciências e Tecnologia,,Matemática e Aplicações,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Aveiro,,,,Matemática e Aplicações,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,,,,Matemática e Aplicações,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,, Escola de Ciências e Tecnologia,,Matemática e Aplicações,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Nova de Lisboa,, Faculdade de Ciências e Tecnologia,,Matemática e Aplicações,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Évora,,,,Matemática e Aplicações,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática e Aplicações,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática e Aplicações,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática e Aplicações,,,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática e Aplicações (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Porto,, Faculdade de Ciências,,Matemática e Aplicações (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Trás-os-Montes e Alto Douro,, Escola de Ciências e Tecnologia,,Matemática e Aplicações (associação),,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática e Aplicações à Mecânica,,,,Mestrado,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática e Aplicações à Mecânica,,,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade do Minho,,,,Matemática e Computação,,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Agronomia,,Matemática e Estatística,,,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Técnica de Lisboa,, Instituto Superior de Agronomia,,Matemática e Estatística,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior de Agronomia,,Matemática e Estatística,,,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Lisboa,, Instituto Superior de Agronomia,,Matemática e Estatística,,,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Nova de Lisboa,, Faculdade de Ciências e Tecnologia,,Matemática e suas Aplicações,,,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Madeira,,,,"Matemática, Estatística e Aplicações",,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Madeira,, Faculdade de Ciências Exatas e da Engenharia,,"Matemática, Estatística e Aplicações",,,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Trás-os-Montes e Alto Douro,,,,"Matemática, ramo de Matemáticas Financeiras",,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática/Informática,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade dos Açores,,,,Matemática/Informática,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade dos Açores,, Ponta Delgada,,Matemática/Informática,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade da Beira Interior,,,,Matemática/Informática+Ensino da Matemática,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade de Trás-os-Montes e Alto Douro,,,,Matemáticas Aplicadas,,,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Autónoma de Lisboa Luís de Camões,,,,Matemáticas Aplicadas,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Lusíada,,,,Matemáticas Aplicadas,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Lusíada,,,,Matemáticas Aplicadas,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Europeia,,,,Matemáticas Aplicadas,,,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
Matemática,461,Universidade Lusíada do Porto,,,,Matemáticas Aplicadas,,,,Licenciatura 1.º ciclo,,,,Private, University,,,,,,,,,,,,,,4/12/2022,,,,
