CNAEF_Areas of Education and Training,CNAEF_Areas of Education and Training_Main Code,Institution_Name,Institution_Name_ID,Institution_School,,Institution_School_ID,Course_Name,Course_Name_ID,PDC Selection,SM Selection,JA Selection,Final Selection,,Course_ID,Location,Course_Level,Course_Level(ii),Course_Type,Course_Duration,Course_Credits,Education System,Education Sub-System,Teachin&Learning_Specialization,Teachin&Learning_Thematic Area 1,ECTS_1,Teachin&Learning_Thematic Area 2,ECTS_2,Teachin&Learning_Thematic Area 3,ECTS_3,Teachin&Learning_Thematic Area 4,ECTS_4,Teachin&Learning_Thematic Area 5,ECTS_5,Teachin&Learning_Thematic Area 6,ECTS_6,Teachin&Learning_Teaching Staff,Teachin&Learning_Delivery Modes,Teachin&Learning_Accreditation,Teachin&Learning_Accrediting Institution,Contacts_Contact Person Name,Contacts_Contact Person Address,Contacts_Course Director Name,Contacts_Course Director Address,Contacts_Course Website,Activity_Status,Activity_Last Updated,Job Prospects_Career Center,Job Prospects_Partnerships,Job Prospects_Internship,Job Prospects_Employability
Terapia e Reabilitação,726,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Ciências do Consumo e Nutrição,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida,420,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências do Meio Aquático - Biologia e Ecologia,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Medicina,721,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências do Sono,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Medicina,721,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências do Sono,,No,No,,No,,,Lisboa,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Medicina,721,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências do Sono,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Medicina,721,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências do Sono,,No,No,,No,,,Lisboa,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Medicina,721,Universidade de Lisboa,700,Faculdade de Medicina,Universidade de Lisboa - Faculdade de Medicina,705,Ciências do Sono,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Biologia e Bioquímica,421,Universidade Nova de Lisboa,900,Instituto de Tecnologia Química e Biológica António Xavier,Universidade Nova de Lisboa - Instituto de Tecnologia Química e Biológica António Xavier,910,Ciências e Engenharias Químicas e Biológicas,,No,No,,No,,,Oeiras,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Biologia e Bioquímica,421,Instituto Universitário de Ciências da Saúde,4441,,Instituto Universitário de Ciências da Saúde - ,4441,Ciências e Técnicas Laboratoriais Forenses,,No,No,,No,,,Vila Nova De Gaia,,Mestrado 2.º ciclo,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Ciências e Tecnologias da Informação,,No,No,No,No,,,Lisboa,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade de Coimbra,500,Faculdade de Ciências e Tecnologia,Universidade de Coimbra - Faculdade de Ciências e Tecnologia,501,Ciências e Tecnologias da Informação,,No,No,No,No,,,Coimbra,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,ISCTE,4441,Instituto Universitário de Lisboa,ISCTE - Instituto Universitário de Lisboa,6800,Ciências e Tecnologias da Informação,,No,No,No,No,,,Lisboa,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Ciências e Tecnologias da Sociedade de Informação,,No,No,No,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Informáticas,481,Universidade de Lisboa,700,Faculdade de Ciências,Universidade de Lisboa - Faculdade de Ciências,701,Ciências e Tecnologias da Sociedade de Informação,,No,No,No,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade do Algarve,200,,Universidade do Algarve - ,200,Ciências Exactas,,No,No,,No,,,Faro,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Évora,600,,Universidade de Évora - ,600,Ciências Exactas e Naturais,,No,No,,No,,,Évora,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Évora,600,Escola de Ciências e Tecnologia,Universidade de Évora - Escola de Ciências e Tecnologia,602,Ciências Exactas e Naturais,,No,No,,No,,,Évora,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Évora,600,Escola de Ciências e Tecnologia,Universidade de Évora - Escola de Ciências e Tecnologia,602,Ciências Exactas e Naturais (regime pós-laboral),,No,No,,No,,,Évora,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências e Tecnologia,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,1203,"Ciências Exactas, Naturais e Tecnológicas - Matemática e Ciências da Natureza",,No,No,,No,,,Vila Real,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Trás-os-Montes e Alto Douro,1200,,Universidade de Trás-os-Montes e Alto Douro - ,1200,"Ciências Exactas, Naturais e Tecnológicas - Matemática e Ciências da Natureza",,No,No,,No,,,Vila Real,,Mestrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Trás-os-Montes e Alto Douro,1200,,Universidade de Trás-os-Montes e Alto Douro - ,1200,"Ciências Exactas, Tecnológicas e Naturais",,No,No,,No,,,Vila Real,,Doutoramento,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida,420,Instituto Politécnico de Castelo Branco,3050,Escola Superior de Educação de Castelo Branco,Instituto Politécnico de Castelo Branco - Escola Superior de Educação de Castelo Branco,3052,Ciências Experimentais em Contextos Formais e Informais,,No,No,,No,,,Castelo Branco,,Especialização pós-licenciatura,,,,Public ,Polytechnic,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade Fernando Pessoa,2750,,Universidade Fernando Pessoa - ,2750,Ciências Farmacêuticas,,Not sure,No,,No,,,Porto,,Mestrado integrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade do Porto,1100,Faculdade de Farmácia,Universidade do Porto - Faculdade de Farmácia,1106,Ciências Farmacêuticas,,Not sure,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas,,Not sure,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade Fernando Pessoa,2750,,Universidade Fernando Pessoa - ,2750,Ciências Farmacêuticas,,Not sure,No,,No,,,Porto,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas,,Not sure,No,,No,,,Lisboa,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Coimbra,500,Faculdade de Farmácia,Universidade de Coimbra - Faculdade de Farmácia,504,Ciências Farmacêuticas,,Not sure,No,,No,,,Coimbra,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,Universidade do Algarve - Faculdade de Ciências e Tecnologia,203,Ciências Farmacêuticas,,Not sure,No,,No,,,Faro,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade do Algarve,200,Faculdade de Ciências e Tecnologia,Universidade do Algarve - Faculdade de Ciências e Tecnologia,203,Ciências Farmacêuticas,,Not sure,No,,No,,,Faro,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Instituto Universitário de Ciências da Saúde,4441,,Instituto Universitário de Ciências da Saúde - ,4441,Ciências Farmacêuticas,,Not sure,No,,No,,,Vila Nova De Gaia,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Ciências Farmacêuticas,,Not sure,No,,No,,,Covilhã,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Ciências Farmacêuticas,,Not sure,No,,No,,,Covilhã,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Coimbra,500,Faculdade de Farmácia,Universidade de Coimbra - Faculdade de Farmácia,504,Ciências Farmacêuticas,,Not sure,No,,No,,,Coimbra,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Instituto Universitário de Ciências da Saúde,4441,,Instituto Universitário de Ciências da Saúde - ,4441,Ciências Farmacêuticas,,Not sure,No,,No,,,Vila Nova De Gaia,,Mestrado integrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Instituto Universitário Egas Moniz,4441,,Instituto Universitário Egas Moniz - ,4441,Ciências Farmacêuticas,,Not sure,No,,No,,,Vila Nova De Gaia,,Mestrado integrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Instituto Universitário Egas Moniz,4441,,Instituto Universitário Egas Moniz - ,4441,Ciências Farmacêuticas,,Not sure,No,,No,,,Vila Nova De Gaia,,Licenciatura,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade Lusófona de Humanidades e Tecnologias,2800,,Universidade Lusófona de Humanidades e Tecnologias - ,2800,Ciências Farmacêuticas,,Not sure,No,,No,,,Lisboa,,Mestrado integrado,,,,Private, University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Coimbra,500,Faculdade de Farmácia,Universidade de Coimbra - Faculdade de Farmácia,504,Ciências Farmacêuticas,,Not sure,No,,No,,,Coimbra,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas,,Not sure,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade do Porto,1100,Faculdade de Farmácia,Universidade do Porto - Faculdade de Farmácia,1106,Ciências Farmacêuticas,,Not sure,No,,No,,,Porto,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade do Porto,1100,Faculdade de Farmácia,Universidade do Porto - Faculdade de Farmácia,1106,Ciências Farmacêuticas,,Not sure,No,,No,,,Porto,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas,,Not sure,No,,No,,,Lisboa,,Mestrado integrado,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas/Análises Químico-Biológicas,,No,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas/Análises Químico-Biológicas,,No,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas/Farmácia de Oficina Hospitalar,,No,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas/Farmácia de Oficina Hospitalar,,No,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas/Farmácia Industrial,,No,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Farmacêuticas,727,Universidade de Lisboa,700,Faculdade de Farmácia,Universidade de Lisboa - Faculdade de Farmácia,703,Ciências Farmacêuticas/Farmácia Industrial,,No,No,,No,,,Lisboa,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências e Tecnologia,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,1203,Ciências Físicas,,No,No,,No,,,Vila Real,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Trás-os-Montes e Alto Douro,1200,,Universidade de Trás-os-Montes e Alto Douro - ,1200,Ciências Físicas,,No,No,,No,,,Vila Real,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Évora,600,,Universidade de Évora - ,600,Ciências Físicas,,No,No,,No,,,Évora,,Licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências Físicas,440,Universidade de Trás-os-Montes e Alto Douro,1200,Escola de Ciências e Tecnologia,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências e Tecnologia,1203,Ciências Físicas Aplicadas,,No,No,No,No,,,Vila Real,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade da Beira Interior,400,,Universidade da Beira Interior - ,400,Ciências Físicas e Tecnológicas,,No,No,,No,,,Covilhã,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Física,441,Universidade de Trás-os-Montes e Alto Douro,1200,,Universidade de Trás-os-Montes e Alto Douro - ,1200,Ciências Físico-Químicas,,No,No,,No,,,Vila Real,,Licenciatura 1.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade de Lisboa,700,Faculdade de Direito,Universidade de Lisboa - Faculdade de Direito,702,Ciências Forenses,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Ciências,Universidade do Porto - Faculdade de Ciências,1103,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Farmácia,Universidade do Porto - Faculdade de Farmácia,1106,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Farmácia,Universidade do Porto - Faculdade de Farmácia,1106,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Medicina,Universidade do Porto - Faculdade de Medicina,1108,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Medicina,Universidade do Porto - Faculdade de Medicina,1108,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Psicologia e de Ciências da Educação,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,1109,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Psicologia e de Ciências da Educação,Universidade do Porto - Faculdade de Psicologia e de Ciências da Educação,1109,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Instituto de Ciências Biomédicas Abel Salazar,Universidade do Porto - Instituto de Ciências Biomédicas Abel Salazar,1109,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Medicina Dentária,Universidade do Porto - Faculdade de Medicina Dentária,1113,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Medicina Dentária,Universidade do Porto - Faculdade de Medicina Dentária,1113,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Direito,Universidade do Porto - Faculdade de Direito,1114,Ciências Forenses,,No,No,,No,,,Porto,,Mestrado 2.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade do Porto,1100,Faculdade de Direito,Universidade do Porto - Faculdade de Direito,1114,Ciências Forenses,,No,No,,No,,,Porto,,Doutoramento 3.º ciclo,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
Ciências da Vida - programas não classificados noutra área de formação,429,Universidade de Lisboa,700,Faculdade de Direito,Universidade de Lisboa - Faculdade de Direito,702,Ciências Forenses,,No,No,,No,,,Lisboa,,Especialização pós-licenciatura,,,,Public , University,,,,,,,,,,,,,,,,,,,,,,,,4/12/2022,,,,
